song_name,song_popularity,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
Back Together,65.0,183280.0,0.239,0.777,0.579,0.0,7.0,0.105,-5.515,1.0,0.184,110.007,4.0,0.413
Back Up Kid,11.0,193640.0,0.0135,0.594,0.6729999999999999,0.00792,7.0,0.388,-7.217,1.0,0.2,159.88,4.0,0.45
Back for More,0.0,202560.0,6.81e-06,0.452,0.996,1.99e-06,9.0,0.22,-2.342,1.0,0.114,152.01,4.0,0.168
Back to Autumn,69.0,199653.0,0.462,0.478,0.588,0.00109,8.0,0.069,-8.032,1.0,0.0304,110.918,4.0,0.341
Back to You,12.0,195000.0,0.0897,0.499,0.94,7.28e-05,0.0,0.109,-2.741,1.0,0.0332,112.02,4.0,0.477
Back to You (feat. Bebe Rexha & Digital Farm Animals),79.0,190427.0,0.207,0.6829999999999999,0.53,0.0,5.0,0.394,-4.918,0.0,0.142,75.016,4.0,0.645
Backbone,17.0,164905.0,0.0987,0.621,0.6,0.0,10.0,0.111,-7.055,0.0,0.542,139.872,4.0,0.517
Backbreaker,54.0,170474.0,0.000106,0.388,0.983,1.33e-06,1.0,0.157,-4.073,1.0,0.168,159.922,4.0,0.345
Backin' It Up (feat. Cardi B),78.0,190466.0,0.0886,0.7959999999999999,0.68,0.0,10.0,0.268,-4.853,0.0,0.353,164.93200000000004,4.0,0.565
Backseat Falling,36.0,163293.0,0.279,0.659,0.765,0.0,4.0,0.123,-3.869,0.0,0.0334,104.025,4.0,0.573
Backstreets,49.0,178285.0,0.703,0.785,0.392,7.070000000000001e-05,1.0,0.123,-8.048,0.0,0.102,140.05700000000002,4.0,0.845
Bad,72.0,177973.0,0.36599999999999994,0.8270000000000001,0.613,1.25e-05,8.0,0.09300000000000001,-5.34,1.0,0.06210000000000001,137.96,4.0,0.747
Bad (feat. Vassy) - Radio Edit,53.0,170625.0,0.00125,0.614,0.972,0.0186,5.0,0.328,-3.927,0.0,0.088,127.966,4.0,0.411
Bad At Love,81.0,181279.0,0.0604,0.675,0.7509999999999999,0.0,0.0,0.0893,-3.539,1.0,0.0296,118.384,4.0,0.612
Bad At Love - Recorded at Sound Stage Studios Nashville,66.0,181000.0,0.292,0.767,0.677,0.0,5.0,0.292,-4.668,1.0,0.0332,119.954,4.0,0.591
Bad Bitch (feat. Ty Dolla $ign),72.0,197253.0,0.0283,0.6559999999999999,0.615,0.0,5.0,0.234,-6.252000000000002,1.0,0.0539,139.91,4.0,0.366
Bad Boy,76.0,210817.0,0.191,0.7140000000000001,0.736,0.0,2.0,0.0553,-3.801,1.0,0.0457,149.985,4.0,0.8140000000000001
Bad Breath,28.0,167933.0,0.7659999999999999,0.7170000000000001,0.604,0.0101,5.0,0.0828,-8.984,1.0,0.0562,141.627,4.0,0.889
Bad Company,72.0,183809.0,0.0679,0.901,0.529,0.0,8.0,0.536,-7.94,1.0,0.413,144.941,4.0,0.343
Bad Day,62.5,233779.5,0.359,0.591,0.726,0.0016982,3.0,0.15899999999999995,-5.682,1.0,0.02995,140.03699999999998,4.0,0.525
Bad Girls,9.0,228280.0,0.00625,0.635,0.935,0.0,1.0,0.0901,-2.157,1.0,0.0867,143.43200000000004,4.0,0.347
Bad Habit,9.0,221413.0,0.0528,0.731,0.8859999999999999,2.18e-05,0.0,0.136,-4.206,0.0,0.0385,123.062,4.0,0.8490000000000001
Bad Habits,39.0,242000.0,0.000542,0.311,0.565,0.0359,6.0,0.155,-6.419,1.0,0.0405,138.293,5.0,0.291
Bad Liar,78.0,214647.0,0.189,0.965,0.414,0.0,1.0,0.0767,-6.408,1.0,0.0713,121.032,4.0,0.728
Bad Listener,55.0,208688.0,0.00405,0.585,0.975,0.0,4.0,0.5710000000000001,-3.891,1.0,0.0575,112.506,4.0,0.298
Bad Loves Company,41.0,233933.0,0.0136,0.655,0.706,0.0,4.0,0.506,-6.702000000000001,0.0,0.274,86.10600000000002,4.0,0.289
Bad Medicine,67.0,316706.0,0.048,0.555,0.973,0.0,9.0,0.0853,-3.804,1.0,0.035,118.642,4.0,0.805
Bad Moon Rising,71.0,141600.0,0.0543,0.6409999999999999,0.774,1.05e-05,2.0,0.0473,-5.916,1.0,0.0278,89.787,4.0,0.942
Bad News,52.0,205226.0,0.0275,0.705,0.612,0.0,1.0,0.0892,-5.881,1.0,0.0599,95.021,4.0,0.26
Bad Romance,55.2,291181.0,0.045758,0.6904,0.8806,3.01e-05,1.8,0.0819,-4.1734,0.8,0.03922,119.2106,4.0,0.6744
Bad Self Portraits,2.0,204786.0,0.449,0.56,0.593,2.68e-06,8.0,0.124,-5.415,0.0,0.0418,168.037,4.0,0.693
Bad Vibes Forever,39.0,219480.0,0.655,0.78,0.654,0.0,5.0,0.128,-7.104,0.0,0.154,140.058,4.0,0.528
Bad Vibrations,60.0,199379.0,0.00417,0.768,0.589,2.67e-05,8.0,0.136,-8.991,0.0,0.0403,97.979,4.0,0.757
Bad and Boujee (feat. Lil Uzi Vert),79.0,343150.0,0.061,0.927,0.665,0.0,11.0,0.123,-5.313,1.0,0.244,127.076,4.0,0.175
Bad for Me,48.0,236355.0,0.216,0.482,0.7170000000000001,0.0,9.0,0.354,-5.86,0.0,0.189,143.097,4.0,0.355
Badman Riddim (Jump) - Radio Edit,6.0,166520.0,0.00445,0.7140000000000001,0.938,0.000136,8.0,0.308,-5.379,0.0,0.182,129.024,4.0,0.61
Bag,30.5,118057.5,0.41900000000000004,0.8265,0.804,0.377,9.0,0.41050000000000003,-6.859999999999999,0.5,0.3775,138.2475,4.0,0.571
"Bag Of Money (feat. Rick Ross, Meek Mill & T-Pain)",48.0,247293.0,0.0379,0.536,0.56,0.0,8.0,0.114,-5.667999999999998,1.0,0.26,139.91,4.0,0.279
Baghdad Bushes,47.0,192000.0,0.295,0.8240000000000001,0.8290000000000001,0.000193,1.0,0.555,-7.202000000000001,1.0,0.263,143.028,4.0,0.733
Bahar,29.0,309306.0,0.143,0.74,0.515,0.0,9.0,0.047,-12.797,0.0,0.127,155.305,3.0,0.89
"Baila - from the film ""Music of the Heart""",39.0,234600.0,0.00289,0.65,0.952,9.19e-06,2.0,0.153,-5.698,1.0,0.0384,130.0,4.0,0.601
Baila Casanova,43.0,216200.0,0.0439,0.705,0.901,0.0,2.0,0.316,-5.438,0.0,0.0645,118.77,4.0,0.816
Baila Morena - Original Reggaeton Mix,67.0,187080.0,0.214,0.7829999999999999,0.8240000000000001,0.0,0.0,0.102,-4.973,1.0,0.123,93.998,4.0,0.726
Baila como hombre,51.0,205000.0,0.5710000000000001,0.711,0.528,0.0,9.0,0.48900000000000005,-7.341,0.0,0.0408,110.16199999999999,4.0,0.6559999999999999
Bailamos - Wild Wild West/Soundtrack Version,58.0,214066.0,0.0606,0.64,0.873,0.00159,7.0,0.151,-4.513999999999999,1.0,0.0409,99.898,4.0,0.544
Bailando,10.0,226173.0,0.058,0.615,0.99,6.18e-05,8.0,0.129,-3.42,0.0,0.0686,132.829,4.0,0.7929999999999999
Bailando - Spanish Version,71.0,243413.0,0.0426,0.723,0.777,3.68e-06,7.0,0.0451,-3.503,1.0,0.108,91.017,4.0,0.961
Bailando Como Mono,46.0,186848.0,0.0209,0.6779999999999999,0.648,0.0,7.0,0.175,-6.518,1.0,0.0312,114.95,4.0,0.971
Bailando Todo Se Olvida,0.0,189386.0,0.233,0.76,0.966,0.0,7.0,0.346,-3.013,0.0,0.0574,105.528,4.0,0.917
Bailando por el Mundo,63.0,195240.0,0.0316,0.698,0.865,0.0,4.0,0.307,-4.083,0.0,0.0418,130.004,4.0,0.969
Bailar,66.0,160304.0,0.0249,0.75,0.8909999999999999,6.48e-06,9.0,0.0569,-3.738,1.0,0.227,128.065,4.0,0.5529999999999999
"Bailar Bien, Bailar Mal",51.0,225920.0,0.0401,0.737,0.65,0.000122,10.0,0.238,-8.806000000000003,1.0,0.0453,93.009,4.0,0.812
Baile Mi Mambo,24.0,187000.0,0.774,0.687,0.512,0.0328,8.0,0.22,-10.49,1.0,0.0492,123.494,4.0,0.961
Bailemos,19.0,230011.0,0.0671,0.6779999999999999,0.5539999999999999,0.0,5.0,0.147,-8.032,0.0,0.0291,104.946,4.0,0.51
Bajen Pa' Aca,58.0,291868.0,0.5379999999999999,0.624,0.539,9.5e-05,1.0,0.415,-6.306,1.0,0.245,170.206,4.0,0.142
Bajito,60.0,213479.0,0.0177,0.644,0.619,0.0,8.0,0.097,-6.38,1.0,0.284,176.243,4.0,0.745
Bak Pak,54.0,85063.0,0.937,0.711,0.387,0.8420000000000001,10.0,0.116,-14.536,0.0,0.231,79.027,4.0,0.598
Balance,54.0,282727.0,0.907,0.2,0.106,0.933,4.0,0.1,-20.076,0.0,0.0345,66.751,4.0,0.0371
Balenciaga,76.0,223500.0,0.0552,0.7559999999999999,0.436,1.27e-05,11.0,0.0699,-9.683,0.0,0.0848,159.99200000000005,4.0,0.34
Balenciaga Challenge (feat. Offset),78.0,187216.0,0.128,0.746,0.404,2.05e-05,10.0,0.19,-9.849,0.0,0.403,142.91299999999995,4.0,0.6859999999999999
Ball And Chain,37.0,241560.0,0.0547,0.363,0.5329999999999999,0.0,0.0,0.115,-7.256,0.0,0.0297,73.741,4.0,0.222
Ball For Me (feat. Nicki Minaj),86.0,206266.0,0.493,0.792,0.56,0.0,9.0,0.0849,-4.125,1.0,0.225,134.04399999999998,4.0,0.505
Ball Out (feat. ALLBLACK),49.0,127608.0,0.153,0.546,0.556,0.0,0.0,0.105,-9.691,1.0,0.441,207.523,5.0,0.353
Ballad Of Forty Dollars,32.0,183400.0,0.334,0.6,0.843,0.0,2.0,0.346,-7.489,1.0,0.0462,115.081,4.0,0.866
Ballad of a Teenage Queen,49.0,130826.0,0.583,0.6779999999999999,0.407,0.0,3.0,0.121,-11.037,0.0,0.055,97.957,4.0,0.6409999999999999
Ballad of the Dying Man,52.0,290736.0,0.848,0.399,0.443,0.000406,5.0,0.0899,-9.168,1.0,0.0272,139.643,4.0,0.265
Baller Alert (feat. Kash Doll),47.0,189714.0,0.217,0.917,0.757,2.19e-05,11.0,0.103,-8.075,0.0,0.298,104.958,4.0,0.398
Ballin,55.0,213000.0,0.163,0.705,0.371,1.12e-06,8.0,0.0718,-9.398,1.0,0.157,74.931,4.0,0.541
Bambi,65.0,194400.0,0.0661,0.7390000000000001,0.471,9.78e-05,8.0,0.116,-8.456,1.0,0.0436,90.00200000000002,4.0,0.31
Bambini,15.0,162187.0,0.000763,0.477,0.916,0.684,1.0,0.124,-4.94,1.0,0.037,127.988,4.0,0.112
Bamboleo,54.0,203173.0,0.414,0.6709999999999999,0.884,0.00015,6.0,0.0701,-9.267,0.0,0.0586,119.574,4.0,0.933
Banana Clip - Spanish Version,57.0,202373.0,0.107,0.398,0.66,0.0,1.0,0.121,-5.626,0.0,0.12,83.82799999999997,4.0,0.7190000000000001
Banana Papaya,56.0,178946.0,0.036,0.813,0.784,1.44e-06,9.0,0.0843,-5.7410000000000005,0.0,0.0869,97.003,4.0,0.453
Band On The Run - Remastered 2010,50.0,313026.0,0.0832,0.479,0.601,0.0014199999999999,7.0,0.11,-8.806000000000003,1.0,0.0318,124.966,4.0,0.669
Band of Gypsies - Edit,56.0,193062.0,0.00188,0.285,0.914,0.00305,11.0,0.466,-2.977,0.0,0.0695,84.682,4.0,0.354
Bandera,22.0,157106.0,0.278,0.754,0.779,0.0,0.0,0.147,-5.476,1.0,0.0318,130.028,4.0,0.908
Bandera Blanca,26.0,313760.0,0.347,0.456,0.755,0.0,5.0,0.605,-5.642,1.0,0.0608,143.489,4.0,0.312
Bandit,56.0,169466.0,0.0556,0.8,0.695,0.0,0.0,0.0542,-8.215,1.0,0.092,85.006,4.0,0.515
Bands,43.0,191981.0,0.111,0.7440000000000001,0.493,0.0,0.0,0.42,-11.182,1.0,0.334,105.155,4.0,0.34
"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",75.0,174335.0,0.371,0.9,0.385,0.0,1.0,0.142,-12.189,0.0,0.435,99.964,4.0,0.488
"Bands on Me (feat. Blac Youngsta, A Boogie Wit Da Hoodie & Teejay3k)",61.0,186067.0,0.000633,0.743,0.522,0.0,8.0,0.116,-7.999,1.0,0.113,88.959,4.0,0.245
Bang,8.5,178996.5,0.051199999999999996,0.8035,0.924,0.46055,4.0,0.1525,-6.468500000000001,1.0,0.262,143.05200000000002,4.0,0.5980000000000001
Bang Bang,51.0,210199.8,0.3186718,0.6456,0.7992,1.208e-06,2.4,0.4154,-4.3258,0.4,0.09037999999999999,140.94459999999998,4.0,0.6769999999999999
Bang Bang - 3LAU Remix,8.0,186333.0,0.0137,0.6609999999999999,0.8740000000000001,2.38e-06,7.0,0.385,-3.326,0.0,0.0469,127.968,4.0,0.428
Bang Bang - Hard Trap Beat Mix,33.0,236264.0,0.00682,0.8270000000000001,0.451,0.8059999999999999,9.0,0.0958,-10.387,1.0,0.0982,124.007,4.0,0.193
Bang Boom,33.0,180053.0,0.141,0.809,0.82,4.5e-05,0.0,0.148,-4.7410000000000005,1.0,0.143,87.941,4.0,0.718
Bang a Gong (Get It On) - Remastered Version,62.0,267000.0,0.157,0.7290000000000001,0.818,0.285,2.0,0.195,-9.992,1.0,0.0732,125.811,4.0,0.907
Banged Up (feat. Mr. Capone-E),41.0,243306.0,0.0497,0.8690000000000001,0.589,0.0,1.0,0.0597,-4.665,1.0,0.136,95.029,4.0,0.159
Banging (feat. Mozzy),48.0,177031.0,0.226,0.725,0.499,0.0,8.0,0.131,-5.841,1.0,0.386,81.306,4.0,0.325
Bank Account,50.0,220306.0,0.0151,0.884,0.346,7.04e-06,8.0,0.0871,-8.228,0.0,0.351,75.016,4.0,0.376
Bank Roll (feat. YBN Nahmir),45.0,154453.0,0.242,0.828,0.775,0.0,11.0,0.203,-7.181,0.0,0.265,99.959,4.0,0.7509999999999999
Bankroll,47.0,161982.0,0.00208,0.799,0.5379999999999999,0.0,7.0,0.13,-6.7810000000000015,0.0,0.395,160.024,4.0,0.447
Banquet,60.0,198506.5,0.0001475,0.5845,0.9155,0.0111,10.0,0.1516,-6.431500000000001,0.0,0.0487,150.25099999999998,4.0,0.874
Bap U,64.0,153696.0,0.0251,0.674,0.943,0.000405,6.0,0.108,-3.343,1.0,0.038,100.001,4.0,0.398
Barbara Ann,2.0,136765.0,0.74,0.242,0.556,0.0,5.0,0.216,-9.336,1.0,0.0413,163.339,4.0,0.653
Barbie Dreams,79.6,279866.0,0.3134,0.8544,0.787,0.0,8.0,0.194,-4.134,0.0,0.334,87.99759999999999,4.0,0.7018000000000001
Barbie Girl,63.0,197773.0,0.0146,0.8140000000000001,0.955,0.283,1.0,0.218,-5.905,0.0,0.0377,129.99200000000002,4.0,0.963
Barbra Streisand,47.0,140620.0,0.00283,0.764,0.925,0.171,1.0,0.194,-1.969,1.0,0.0762,127.95,4.0,0.586
Barely Breathing,61.0,254546.0,0.0281,0.482,0.807,0.0,0.0,0.177,-6.976,1.0,0.0457,187.918,4.0,0.516
Bark at the Moon,65.0,257120.0,0.00253,0.303,0.961,6.2e-05,9.0,0.132,-5.332999999999998,0.0,0.243,146.591,4.0,0.305
Barracuda,64.0,262219.5,0.008964999999999999,0.5425,0.7995,0.11449999999999999,4.0,0.1335,-9.915000000000001,0.0,0.0402,137.28199999999998,4.0,0.666
Barstool Mountain,24.0,169000.0,0.23,0.73,0.225,4.27e-06,2.0,0.258,-15.429,1.0,0.032,123.61,4.0,0.596
Bartender's Blues,28.0,223200.0,0.637,0.556,0.207,1.37e-06,9.0,0.228,-16.11,1.0,0.0334,86.68299999999998,3.0,0.267
Bartier Cardi (feat. 21 Savage),37.0,224613.0,0.000998,0.908,0.534,0.00149,8.0,0.354,-7.686,1.0,0.254,138.049,4.0,0.0819
Basement,36.0,260464.0,0.1,0.667,0.33,0.747,4.0,0.0854,-6.876,1.0,0.0312,129.067,4.0,0.0396
Bashment Ting,53.0,160312.0,0.00492,0.775,0.987,0.0,8.0,0.11,-2.563,1.0,0.126,128.105,4.0,0.186
Basinskitarian,43.0,215348.0,0.222,0.585,0.747,0.965,0.0,0.118,-8.277000000000001,0.0,0.038,119.997,4.0,0.284
Basket Case,81.0,181533.0,0.00293,0.442,0.943,8.71e-06,3.0,0.091,-3.205,1.0,0.0602,85.064,4.0,0.7809999999999999
Bassment Jazz,50.0,157377.0,0.733,0.72,0.682,6.330000000000001e-05,10.0,0.109,-8.246,0.0,0.145,86.99600000000002,4.0,0.569
Bassride,62.0,154013.0,0.0158,0.61,0.996,0.883,0.0,0.682,-3.261,1.0,0.0704,128.032,4.0,0.413
Basta De Tu Amor,34.0,233313.0,0.589,0.5710000000000001,0.759,0.000274,9.0,0.314,-6.18,1.0,0.0402,106.034,4.0,0.633
Bat Country,69.0,311813.0,0.000248,0.541,0.968,8.28e-06,0.0,0.423,-4.129,1.0,0.0396,125.04,4.0,0.505
Bat Out of Hell,52.0,293426.0,0.412,0.225,0.687,0.0014199999999999,5.0,0.147,-10.236,1.0,0.0462,173.49400000000003,4.0,0.611
Batida diferente,41.0,314546.0,0.8240000000000001,0.723,0.341,0.912,8.0,0.168,-16.29,1.0,0.13,91.704,4.0,0.88
Battery Acid,51.0,171911.0,0.8220000000000001,0.331,0.578,1.06e-05,5.0,0.17,-12.313,0.0,0.245,77.992,4.0,0.56
Battle,0.0,232500.0,0.0376,0.579,0.523,0.8059999999999999,7.0,0.1689999999999999,-9.707,1.0,0.329,120.004,3.0,0.182
Battle Cry,44.0,151746.0,0.00626,0.418,0.438,0.883,7.0,0.181,-8.222000000000001,1.0,0.0373,134.762,4.0,0.408
Battosai,44.0,245821.0,0.368,0.7290000000000001,0.7240000000000001,4.370000000000001e-05,1.0,0.102,-6.533,1.0,0.0376,110.115,4.0,0.148
Bayen Habeit,71.0,139293.0,0.231,0.7909999999999999,0.7609999999999999,0.0006259999999999,5.0,0.3670000000000001,-5.76,0.0,0.0392,111.663,4.0,0.797
Baíle de Favela,52.0,236000.0,0.000405,0.546,0.8290000000000001,0.7040000000000001,7.0,0.144,-9.006,1.0,0.0694,125.943,4.0,0.578
Be (Intro),51.0,144200.0,0.256,0.634,0.733,0.0,7.0,0.394,-8.532,0.0,0.15,93.694,4.0,0.199
Be Alright,96.0,196373.0,0.6970000000000001,0.5529999999999999,0.586,0.0,11.0,0.0813,-6.319,1.0,0.0362,126.684,4.0,0.44299999999999995
Be Faithful,56.0,165480.0,0.000963,0.6459999999999999,0.716,0.0,7.0,0.368,-6.474,1.0,0.294,101.173,4.0,0.616
Be Home Soon,38.0,220871.0,0.596,0.575,0.493,0.337,11.0,0.0872,-14.726,1.0,0.0533,98.992,3.0,0.439
Be Legendary,58.0,203273.0,4.81e-05,0.547,0.944,0.0451,4.0,0.195,-3.304,0.0,0.0507,93.966,4.0,0.364
Be Like That (Remix),45.0,234146.0,0.446,0.8109999999999999,0.5579999999999999,0.000939,4.0,0.121,-8.682,0.0,0.119,122.923,4.0,0.159
Be Man Nagoo Dooset Daram,23.0,254106.0,0.989,0.389,0.25,0.126,7.0,0.248,-13.595999999999998,0.0,0.0466,181.563,3.0,0.523
Be Mine,75.0,161322.0,0.194,0.779,0.6659999999999999,0.000556,5.0,0.0576,-7.3610000000000015,1.0,0.0482,123.024,4.0,0.507
Be My Baby,60.0,174942.75,0.15412499999999998,0.5387500000000001,0.72325,1.8525e-06,3.75,0.08915000000000001,-6.83425,0.75,0.040400000000000005,133.51275,4.0,0.722
Be My Husband,47.0,193960.0,0.629,0.866,0.193,0.0,1.0,0.0774,-11.041,1.0,0.188,80.053,4.0,0.329
Be Real,65.0,226222.0,0.653,0.7859999999999999,0.581,0.00144,2.0,0.0693,-9.401,1.0,0.0773,99.995,4.0,0.687
Be Right Here,72.0,191000.0,0.00349,0.625,0.8640000000000001,2.2e-05,1.0,0.131,-3.942,0.0,0.041,123.022,4.0,0.115
Be Right There,10.0,237051.0,0.00259,0.695,0.797,0.112,7.0,0.664,-5.199,1.0,0.0548,124.972,4.0,0.297
Be Somebody (feat. Kiiara),55.5,198281.0,0.00557,0.698,0.875,1.88e-06,11.0,0.0618,-4.665,1.0,0.0824,115.012,4.0,0.39
Be The One,75.0,202914.0,0.117,0.6609999999999999,0.6509999999999999,1.32e-05,7.0,0.056,-3.771,0.0,0.0499,87.46,4.0,0.368
Be Your Friend,44.0,180820.0,0.0645,0.608,0.755,0.0,0.0,0.155,-4.197,1.0,0.0478,128.03799999999998,4.0,0.6629999999999999
Be Your Man,28.0,203817.0,0.909,0.6859999999999999,0.203,0.0,9.0,0.106,-10.89,0.0,0.0493,79.902,4.0,0.339
Be-Bop-A-Lula,48.5,156756.0,0.4175,0.6,0.549,0.0,9.0,0.22249999999999998,-10.502500000000001,1.0,0.04345,126.8545,3.5,0.842
Beacon of Faith,34.0,140946.0,2.42e-06,0.0874,0.963,0.685,1.0,0.265,-4.255,1.0,0.142,195.914,4.0,0.205
Beads,4.0,188701.0,0.2,0.578,0.691,2.69e-05,6.0,0.0951,-7.165,0.0,0.0373,117.007,3.0,0.436
Beast,62.0,260224.0,0.0256,0.892,0.46,0.0,1.0,0.147,-7.814,1.0,0.0997,136.964,4.0,0.093
Beast Of Burden - Remastered,52.5,265173.0,0.4,0.7865,0.8734999999999999,0.000572,1.0,0.0388,-3.8485,0.0,0.0318,100.63499999999999,4.0,0.8505
Beastmode,61.0,192904.0,0.0207,0.665,0.973,0.8390000000000001,1.0,0.0381,-2.112,0.0,0.26,160.018,3.0,0.135
Beat Bop,35.0,370533.0,0.441,0.813,0.45,0.0,9.0,0.31,-14.59,0.0,0.349,90.859,4.0,0.8270000000000001
Beat Drop,22.0,228597.0,0.356,0.7959999999999999,0.452,0.0111,8.0,0.241,-8.578,1.0,0.0934,105.956,4.0,0.185
Beat It,21.0,229400.0,0.0195,0.557,0.936,1.5e-06,0.0,0.305,-3.694,1.0,0.0681,149.954,4.0,0.841
Beat It - Single Version,71.66666666666667,257950.66666666666,0.0509,0.781,0.867,1.1993333333333333e-05,3.0,0.211,-3.7433333333333336,0.0,0.0477,138.85866666666666,4.0,0.9023333333333333
Beat The Odds (feat. YFN Lucci),63.0,178760.0,0.417,0.812,0.5770000000000001,0.0,8.0,0.109,-6.132999999999999,0.0,0.366,150.043,4.0,0.469
Beat of My Drum,7.0,205229.0,0.0533,0.747,0.911,0.0,4.0,0.0706,-2.992,1.0,0.058,120.042,4.0,0.906
Beating Heart Baby,55.0,203733.0,0.0027,0.458,0.971,0.0,8.0,0.179,-4.549,1.0,0.1,149.938,4.0,0.489
Beats Knockin (feat. Fly Boi Keno),61.0,173077.0,0.0118,0.8140000000000001,0.951,0.0,11.0,0.628,-1.981,1.0,0.0715,104.003,4.0,0.264
Beautiful,52.0,266088.1666666667,0.45792799999999995,0.5078333333333334,0.6505,0.03533519166666666,5.5,0.11716666666666668,-5.9785,0.3333333333333333,0.08155,95.76883333333335,4.0,0.26076666666666665
Beautiful (feat. Camila Cabello),94.0,180000.0,0.346,0.638,0.7170000000000001,0.0,2.0,0.105,-4.722,1.0,0.0337,100.027,4.0,0.249
Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,64.0,187868.0,0.0611,0.69,0.862,1.85e-05,2.0,0.238,-4.154,1.0,0.0944,121.975,4.0,0.453
Beautiful Crazy (feat. Leon Bridges) - Live,60.0,186419.0,0.623,0.41,0.485,0.0,11.0,0.196,-6.362,1.0,0.0284,149.882,3.0,0.23
Beautiful Girl,45.333333333333336,207546.0,0.0187,0.6750000000000002,0.6659999999999999,0.6920000000000001,11.0,0.112,-6.067,1.0,0.027,120.558,4.0,0.434
Beautiful Girl - Tube & Berger Remix,24.0,414305.0,0.061,0.838,0.368,0.588,4.0,0.127,-12.906,0.0,0.0501,122.007,3.0,0.299
Beautiful Girls,43.5,233653.0,0.1545,0.7535000000000001,0.6635,0.0,5.0,0.279,-5.987,0.5,0.06265,130.002,4.0,0.7384999999999999
Beautiful Heartbeat,44.0,201350.0,0.156,0.32,0.575,0.000355,2.0,0.0563,-8.597000000000001,0.0,0.0824,78.306,4.0,0.12
Beautiful Hell,52.0,176167.0,0.936,0.526,0.293,0.000314,11.0,0.088,-12.358,0.0,0.0322,120.05,4.0,0.144
Beautiful Life,46.5,195003.0,0.2125,0.554,0.5285,0.0174675,6.0,0.11715,-7.989000000000001,0.5,0.0538,105.881,3.5,0.3145
Beautiful Ones (Remastered),52.0,230866.0,0.0489,0.536,0.985,0.0,8.0,0.369,-4.982,0.0,0.0395,99.082,4.0,0.826
Beautiful Spring,57.0,160671.0,0.995,0.718,0.0209,0.963,0.0,0.11,-22.387,1.0,0.0833,127.956,4.0,0.354
Beautiful Undone,43.0,203360.0,0.8640000000000001,0.357,0.327,0.0,10.0,0.0761,-11.403,0.0,0.0402,179.679,4.0,0.0832
Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),59.0,279256.5,0.263,0.5880000000000001,0.7384999999999999,0.00016,11.0,0.21600000000000003,-5.4455,0.0,0.0494,104.848,4.0,0.7310000000000001
Bebey (feat. Giggs) [SN1 Road Mix],62.0,257259.0,0.5589999999999999,0.645,0.667,4.35e-06,5.0,0.097,-5.72,0.0,0.151,164.012,4.0,0.7509999999999999
Bebochicochuchoturo,34.0,536309.0,0.0125,0.395,0.741,0.909,2.0,0.0727,-9.294,1.0,0.0588,139.079,4.0,0.465
Because I Love You,2.0,260026.0,0.6659999999999999,0.402,0.351,0.0,1.0,0.13,-10.281,1.0,0.033,125.471,4.0,0.0931
Because The Night [MTV Unplugged Version],61.0,223373.0,0.26,0.408,0.79,0.00027,11.0,0.765,-8.138,0.0,0.103,122.624,4.0,0.347
Because of You,75.0,219493.0,0.254,0.583,0.584,0.0,5.0,0.123,-5.362,0.0,0.0314,140.039,4.0,0.136
Become a Machine,44.0,192436.0,4.98e-05,0.303,0.987,0.144,6.0,0.253,-3.136,1.0,0.1689999999999999,147.463,4.0,0.272
Becoming the Bull,53.0,220600.0,0.000494,0.478,0.943,1.2e-05,8.0,0.128,-3.498,1.0,0.0826,95.032,4.0,0.439
Bed (feat. Ariana Grande),83.0,189360.0,0.0551,0.589,0.7140000000000001,0.00013,7.0,0.131,-6.308,1.0,0.258,118.611,5.0,0.42
Beds Are Burning - Remastered,66.0,258173.0,0.00539,0.754,0.496,0.000152,0.0,0.0871,-8.7,1.0,0.0351,119.186,4.0,0.341
Bee-Sting,63.0,214432.0,0.0457,0.65,0.866,0.0,11.0,0.0682,-3.713,1.0,0.0343,115.001,4.0,0.7170000000000001
Beechwood,30.0,227532.0,0.051,0.862,0.521,6.8e-06,2.0,0.112,-8.299,0.0,0.45,153.918,3.0,0.398
Been Calling,60.0,196800.0,0.201,0.743,0.7,0.0,5.0,0.252,-6.108,1.0,0.0707,125.048,5.0,0.6779999999999999
Been Hot (feat. O.T. Genasis),47.0,165096.0,0.0927,0.932,0.6629999999999999,0.0,2.0,0.147,-6.372000000000001,1.0,0.467,99.003,4.0,0.5660000000000001
Been There Done That (feat. Tove Styrke),74.0,197112.0,0.00954,0.496,0.7929999999999999,0.0,5.0,0.325,-6.122000000000001,1.0,0.297,191.928,4.0,0.62
Before He Cheats,44.5,152479.5,0.4295,0.4385,0.778,0.0,3.5,0.4695,-3.534,0.0,0.09025000000000001,113.487,4.0,0.4
Before I Knew What Love Was,50.0,303226.0,0.182,0.243,0.851,0.0176,4.0,0.294,-3.516,1.0,0.0624,163.972,4.0,0.327
Before You,42.0,167164.0,0.765,0.505,0.252,0.0,9.0,0.0829,-10.169,1.0,0.0321,80.83,4.0,0.393
